s1_time_fin,s5_time_fin
0.509999999999998,0.5400000000000027
0.490000000000002,0.5299999999999976
0.4800000000000004,0.5
0.46999999999999886,0.490000000000002
0.4499999999999993,0.46999999999999886
0.41000000000000014,0.4499999999999993
0.4200000000000017,0.4299999999999997
0.39000000000000057,0.41000000000000014
0.35999999999999943,0.39000000000000057
0.34999999999999787,0.35999999999999943
0.33000000000000185,0.33999999999999986
0.3200000000000003,0.3200000000000003
0.2799999999999976,0.3000000000000007
0.2700000000000031,0.2699999999999996
0.25,0.25
0.2099999999999973,0.23000000000000043
0.21000000000000085,0.1999999999999993
0.17999999999999972,0.17999999999999972
0.15000000000000213,0.16000000000000014
0.129999999999999,0.14000000000000057
0.120000000000001,0.10999999999999943
0.08999999999999986,0.08999999999999986
0.05999999999999872,0.07000000000000028
0.05000000000000071,0.04999999999999716
0.029999999999997584,0.04000000000000625
0.030000000000001137,0.02999999999999403
0.010000000000001563,0.010000000000005116
0.00999999999999801,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.01,0.019999999999999997
0.04,0.03
0.039999999999999994,0.05
0.06,0.06999999999999999
0.08000000000000002,0.08000000000000002
0.1,0.10999999999999999
0.10999999999999999,0.13
0.13999999999999996,0.14
0.17000000000000004,0.17999999999999994
0.18000000000000005,0.19000000000000006
0.20999999999999985,0.21999999999999997
0.2300000000000002,0.24
0.25,0.27
0.2699999999999998,0.28
0.3100000000000003,0.31000000000000005
0.2999999999999998,0.33000000000000007
0.33000000000000007,0.34999999999999964
0.3599999999999999,0.3700000000000001
0.3700000000000001,0.3999999999999999
0.3999999999999999,0.4100000000000006
0.40000000000000036,0.4399999999999995
0.4399999999999995,0.45999999999999996
0.4500000000000002,0.46999999999999975
0.45999999999999996,0.5
0.4800000000000004,0.5100000000000007
0.5,0.5299999999999994
0.5,0.5500000000000007
0.5199999999999996,0.5600000000000005
0.5499999999999998,0.5699999999999985
0.5500000000000007,0.5700000000000003
0.5399999999999991,0.5999999999999996
0.5800000000000001,0.6000000000000014
0.5500000000000007,0.6099999999999994
0.5800000000000001,0.6199999999999992
0.5899999999999999,0.6300000000000008
0.5999999999999996,0.6199999999999992
0.5999999999999996,0.6300000000000008
0.6100000000000012,0.6400000000000006
0.5899999999999999,0.6399999999999988
0.5999999999999996,0.6500000000000004
0.6099999999999994,0.6400000000000006
0.5899999999999999,0.6400000000000006
0.5999999999999996,0.6499999999999986
0.6000000000000014,0.6500000000000021
0.5999999999999979,0.6199999999999974
0.6000000000000014,0.6500000000000021
0.5599999999999987,0.6199999999999974
0.5700000000000003,0.620000000000001
0.5700000000000003,0.6000000000000014
0.5700000000000003,0.5999999999999979
0.5399999999999991,0.6000000000000014
0.5500000000000007,0.5899999999999999
0.5199999999999996,0.5599999999999987
0.5199999999999996,0.5600000000000023
0.5300000000000011,0.5499999999999972
0.490000000000002,0.5300000000000011
0.4799999999999969,0.5100000000000016
0.4700000000000024,0.5
0.4499999999999993,0.4800000000000004
0.4499999999999993,0.4599999999999973
0.4200000000000017,0.4400000000000013
0.379999999999999,0.41999999999999815
0.379999999999999,0.40000000000000213
0.35999999999999943,0.379999999999999
0.33999999999999986,0.35999999999999943
0.3200000000000003,0.33999999999999986
0.3100000000000023,0.3100000000000023
0.259999999999998,0.28999999999999915
0.26000000000000156,0.2699999999999996
0.23999999999999844,0.25
0.21000000000000085,0.21999999999999886
0.1999999999999993,0.20000000000000284
0.1700000000000017,0.17999999999999972
0.14999999999999858,0.14999999999999858
0.120000000000001,0.14000000000000057
0.120000000000001,0.10999999999999943
0.0799999999999983,0.08000000000000185
0.05000000000000071,0.05999999999999872
0.05000000000000071,0.03999999999999915
0.019999999999999574,0.030000000000001137
0.019999999999999574,0.030000000000001137
0.030000000000001137,0.00999999999999801
0.0,0.0
0.00999999999999801,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.01,0.01
0.04,0.030000000000000002
0.039999999999999994,0.039999999999999994
0.05000000000000002,0.06
0.06,0.07
0.09999999999999998,0.09
0.10000000000000003,0.09999999999999998
0.14,0.14000000000000007
0.14,0.1499999999999999
0.18999999999999995,0.18000000000000005
0.18000000000000005,0.20000000000000007
0.20999999999999996,0.21999999999999997
0.24,0.25
0.25,0.26
0.27,0.27
0.29000000000000004,0.31999999999999984
0.31999999999999984,0.33000000000000007
0.33000000000000007,0.3599999999999999
0.3500000000000001,0.3700000000000001
0.3799999999999999,0.3999999999999999
0.38000000000000034,0.4099999999999997
0.41000000000000014,0.4400000000000004
0.4399999999999995,0.4500000000000002
0.4400000000000004,0.46999999999999975
0.45999999999999996,0.4900000000000002
0.47999999999999954,0.5099999999999998
0.4800000000000004,0.5200000000000005
0.5199999999999996,0.54
0.5200000000000005,0.5499999999999998
0.5399999999999991,0.5700000000000003
0.5400000000000009,0.5700000000000003
0.5700000000000003,0.5899999999999999
0.5499999999999989,0.5999999999999996
0.5800000000000001,0.6099999999999994
0.5800000000000001,0.6099999999999994
0.5899999999999999,0.6300000000000008
0.6100000000000012,0.6099999999999994
0.5899999999999999,0.6400000000000006
0.5999999999999996,0.6300000000000008
0.5999999999999996,0.6399999999999988
0.5999999999999996,0.620000000000001
0.6100000000000012,0.6300000000000008
0.5899999999999999,0.6199999999999974
0.5800000000000001,0.620000000000001
0.5899999999999999,0.6400000000000006
0.5899999999999999,0.620000000000001
0.5799999999999983,0.6199999999999974
0.5600000000000023,0.620000000000001
0.5599999999999987,0.6099999999999994
0.5399999999999991,0.6000000000000014
0.5400000000000027,0.5899999999999999
0.5299999999999976,0.5700000000000003
0.5,0.5599999999999987
0.5100000000000016,0.5500000000000007
0.48999999999999844,0.5399999999999991
0.4800000000000004,0.5100000000000016
0.46000000000000085,0.509999999999998
0.46999999999999886,0.490000000000002
0.4400000000000013,0.46999999999999886
0.4499999999999993,0.46000000000000085
0.4299999999999997,0.41999999999999815
0.40000000000000213,0.4200000000000017
0.379999999999999,0.39000000000000057
0.379999999999999,0.379999999999999
0.3500000000000014,0.35999999999999943
0.33999999999999986,0.33999999999999986
0.3099999999999987,0.3100000000000023
0.28000000000000114,0.28999999999999915
0.2699999999999996,0.259999999999998
0.23999999999999844,0.240000000000002
0.23000000000000043,0.21999999999999886
0.19000000000000128,0.1999999999999993
0.16999999999999815,0.1700000000000017
0.16000000000000014,0.14999999999999858
0.14000000000000057,0.13000000000000256
0.10000000000000142,0.11999999999999744
0.09999999999999787,0.08999999999999986
0.07000000000000028,0.07000000000000028
0.07000000000000028,0.05000000000000071
0.030000000000001137,0.03999999999999915
0.030000000000001137,0.030000000000001137
0.019999999999999574,0.00999999999999801
0.00999999999999801,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.02,0.019999999999999997
0.030000000000000002,0.03
0.05,0.04000000000000001
0.04999999999999999,0.04999999999999999
0.06,0.07
0.09,0.09
0.10000000000000003,0.09999999999999998
0.12,0.11000000000000004
0.15000000000000002,0.15000000000000002
0.14,0.1499999999999999
0.18999999999999995,0.18000000000000005
0.20999999999999996,0.20999999999999996
0.20999999999999996,0.21999999999999997
0.24,0.24
0.26,0.27
0.29000000000000004,0.29000000000000004
0.2999999999999998,0.2999999999999998
0.3200000000000003,0.33000000000000007
0.3500000000000001,0.3500000000000001
0.3599999999999999,0.3700000000000001
0.3900000000000001,0.3900000000000001
0.3299999999999996,0.4099999999999997
0.41000000000000014,0.41999999999999993
0.4400000000000004,0.4400000000000004
0.45999999999999996,0.45999999999999996
0.45999999999999996,0.46999999999999975
0.47999999999999954,0.4900000000000002
0.4900000000000002,0.5099999999999998
0.5099999999999998,0.5300000000000002
0.5099999999999998,0.5200000000000005
0.5300000000000011,0.5599999999999987
0.5399999999999991,0.5500000000000007
0.5500000000000007,0.5600000000000005
0.5399999999999991,0.5800000000000001
0.5700000000000003,0.5899999999999999
0.5600000000000005,0.5800000000000001
0.5800000000000001,0.5999999999999996
0.5800000000000001,0.5999999999999996
0.5800000000000001,0.5999999999999996
0.5800000000000001,0.5999999999999996
0.5800000000000001,0.6100000000000012
0.5699999999999985,0.5999999999999996
0.5700000000000003,0.6099999999999994
0.8699999999999992,0.5899999999999999
0.5700000000000003,0.5899999999999999
0.5700000000000003,0.6000000000000014
0.5600000000000023,0.5899999999999999
0.5499999999999972,0.5599999999999987
0.5600000000000023,0.5800000000000018
0.5299999999999976,0.5599999999999987
0.5400000000000027,0.5500000000000007
0.5199999999999996,0.5399999999999991
0.5,0.5300000000000011
0.5,0.5199999999999996
0.48999999999999844,0.5
0.46000000000000085,0.4800000000000004
0.46999999999999886,0.46999999999999886
0.4200000000000017,0.46000000000000085
0.4299999999999997,0.4400000000000013
0.3999999999999986,0.41999999999999815
0.40000000000000213,0.3999999999999986
0.36999999999999744,0.38000000000000256
0.360000000000003,0.36999999999999744
0.3299999999999983,0.33999999999999986
0.3000000000000007,0.33000000000000185
0.3099999999999987,0.3000000000000007
0.26000000000000156,0.2799999999999976
0.259999999999998,0.26000000000000156
0.240000000000002,0.23000000000000043
0.21999999999999886,0.21999999999999886
0.19000000000000128,0.19000000000000128
0.16999999999999815,0.16999999999999815
0.1700000000000017,0.14000000000000057
0.129999999999999,0.129999999999999
0.120000000000001,0.11000000000000298
0.0799999999999983,0.08999999999999986
0.08999999999999986,0.07000000000000028
0.060000000000002274,0.04999999999999716
0.029999999999997584,0.0400000000000027
0.0400000000000027,0.019999999999999574
0.019999999999999574,0.00999999999999801
0.00999999999999801,0.010000000000001563
0.0,0.0
0.010000000000001563,0.0
0.0,0.0
0.0,0.0
0.00999999999999801,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010000000000001563,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.01,0.01
0.01,0.019999999999999997
0.030000000000000002,0.03
0.039999999999999994,0.04000000000000001
0.03,0.07
0.06,0.07999999999999999
0.09000000000000002,0.12
0.10999999999999999,0.13
0.13,0.14
0.17000000000000004,0.12
0.13,0.12
0.1299999999999999,0.13
0.16000000000000014,0.1299999999999999
0.1499999999999999,0.16000000000000014
0.15999999999999992,0.16999999999999993
0.17000000000000015,0.17999999999999994
0.16999999999999993,0.19000000000000017
0.24,0.24999999999999978
0.24,0.27
0.27,0.27
0.31000000000000005,0.29000000000000004
0.3700000000000001,0.28000000000000025
0.31999999999999984,0.2999999999999998
0.33999999999999986,0.31999999999999984
0.35000000000000053,0.2799999999999998
0.33999999999999986,0.3200000000000003
0.33000000000000007,0.3100000000000005
0.3099999999999996,0.3099999999999996
0.3100000000000005,0.33000000000000007
0.2999999999999998,0.3600000000000003
0.2699999999999996,0.3699999999999992
0.29000000000000004,0.4400000000000004
0.41000000000000014,0.5199999999999996
0.5300000000000002,0.54
0.54,0.5800000000000001
0.5600000000000005,0.5
0.5499999999999989,0.5
0.5899999999999999,0.5800000000000001
0.5899999999999999,0.5
0.4900000000000002,0.5400000000000009
0.33000000000000007,0.4399999999999995
0.41999999999999993,0.5999999999999996
0.25,0.5800000000000001
0.3800000000000008,0.5299999999999994
0.5899999999999999,0.5700000000000003
0.5700000000000003,0.6300000000000008
0.4900000000000002,0.6099999999999994
0.5199999999999996,0.620000000000001
0.5399999999999991,0.5999999999999996
0.5,0.6099999999999994
0.5200000000000014,0.5899999999999999
0.5,0.5599999999999987
0.46999999999999886,0.45000000000000284
0.41000000000000014,0.389999999999997
0.5199999999999996,0.3400000000000034
0.5,0.31999999999999673
0.35999999999999943,0.2700000000000031
0.41000000000000014,0.2699999999999996
0.33999999999999986,0.259999999999998
0.25,0.22000000000000242
0.26000000000000156,0.23999999999999844
0.3099999999999987,0.33999999999999986
0.38000000000000256,0.3999999999999986
0.35999999999999943,0.360000000000003
0.259999999999998,0.3099999999999987
0.25,0.3000000000000007
0.25,0.35999999999999943
0.23000000000000043,0.3299999999999983
0.17999999999999972,0.23000000000000043
0.17999999999999972,0.22000000000000242
0.16000000000000014,0.129999999999999
0.10000000000000142,0.08999999999999986
0.10999999999999943,0.08999999999999986
0.10999999999999943,0.08999999999999986
0.08999999999999986,0.08999999999999986
0.08999999999999986,0.08000000000000185
0.08000000000000185,0.06999999999999673
0.08999999999999986,0.060000000000002274
0.0799999999999983,0.05999999999999872
0.030000000000001137,0.03999999999999915
0.05000000000000071,0.030000000000001137
0.00999999999999801,0.010000000000001563
0.010000000000001563,0.00999999999999801
0.00999999999999801,0.0
0.0,0.0
0.020000000000003126,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.02,0.019999999999999997
0.030000000000000002,0.04000000000000001
0.05,0.06
0.04999999999999999,0.04999999999999999
0.03,0.05000000000000002
0.07,0.06999999999999998
0.09000000000000002,0.13
0.08999999999999997,0.13999999999999996
0.11000000000000004,0.15000000000000002
0.1499999999999999,0.19000000000000006
0.19000000000000006,0.19000000000000006
0.21000000000000008,0.22999999999999998
0.24,0.25
0.28,0.25
0.2799999999999998,0.2599999999999998
0.3100000000000003,0.33000000000000007
0.3299999999999996,0.26000000000000023
0.3500000000000001,0.36999999999999966
0.3700000000000001,0.38000000000000034
0.3999999999999999,0.4099999999999997
0.4200000000000004,0.39000000000000057
0.41000000000000014,0.4399999999999995
0.4399999999999995,0.46999999999999975
0.45999999999999996,0.4800000000000004
0.4800000000000004,0.4900000000000002
0.5,0.5199999999999996
0.5,0.5300000000000002
0.5199999999999996,0.54
0.54,0.5499999999999998
0.5400000000000009,0.5600000000000005
0.5599999999999987,0.5700000000000003
0.5700000000000003,0.5899999999999999
0.5500000000000007,0.5999999999999996
0.5800000000000001,0.6099999999999994
0.5899999999999999,0.6099999999999994
0.5899999999999999,0.620000000000001
0.6099999999999994,0.6199999999999992
0.5999999999999996,0.6400000000000006
0.6100000000000012,0.6500000000000004
0.5899999999999999,0.6500000000000004
0.6199999999999992,0.6399999999999988
0.5899999999999999,0.6400000000000006
0.6099999999999994,0.620000000000001
0.6000000000000014,0.6400000000000006
0.5700000000000003,0.629999999999999
0.5899999999999999,0.6400000000000006
0.5799999999999983,0.6499999999999986
0.5700000000000003,0.6400000000000006
0.5500000000000007,0.629999999999999
0.5300000000000011,0.6099999999999994
0.5700000000000003,0.5800000000000018
0.5299999999999976,0.5899999999999999
0.5100000000000016,0.5399999999999991
0.5,0.5300000000000011
0.5,0.5399999999999991
0.48999999999999844,0.48999999999999844
0.4800000000000004,0.490000000000002
0.4499999999999993,0.509999999999998
0.46000000000000085,0.4800000000000004
0.40000000000000213,0.4400000000000013
0.41000000000000014,0.39000000000000057
0.34999999999999787,0.34999999999999787
0.2699999999999996,0.2900000000000027
0.240000000000002,0.21999999999999886
0.259999999999998,0.23000000000000043
0.22000000000000242,0.1999999999999993
0.17999999999999972,0.17999999999999972
0.17999999999999972,0.19000000000000128
0.16000000000000014,0.16000000000000014
0.14000000000000057,0.14999999999999858
0.11999999999999744,0.14000000000000057
0.10000000000000142,0.129999999999999
0.10999999999999943,0.10999999999999943
0.07000000000000028,0.08999999999999986
0.0799999999999983,0.07000000000000028
0.060000000000002274,0.060000000000002274
0.05000000000000071,0.03999999999999915
0.029999999999997584,0.03999999999999915
0.030000000000001137,0.030000000000001137
0.03999999999999915,0.00999999999999801
0.010000000000001563,0.020000000000003126
0.0,0.00999999999999801
0.00999999999999801,0.0
0.0,0.0
0.010000000000001563,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00999999999999801,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.01,0.019999999999999997
0.01,0.010000000000000002
0.009999999999999998,0.010000000000000002
0.020000000000000004,0.020000000000000004
0.020000000000000004,0.01999999999999999
0.0,0.020000000000000004
0.03,0.009999999999999995
0.009999999999999995,0.020000000000000018
0.030000000000000013,0.01999999999999999
0.009999999999999981,0.03
0.03,0.04999999999999999
0.03,0.04999999999999999
0.07000000000000003,0.040000000000000036
0.06,0.02999999999999997
0.03999999999999998,0.030000000000000027
0.04999999999999999,0.04999999999999999
0.06,0.06
0.07000000000000006,0.06999999999999995
0.07999999999999996,0.06000000000000005
0.05999999999999994,0.06999999999999995
0.06000000000000005,0.08000000000000007
0.050000000000000044,0.04999999999999993
0.06999999999999995,0.07000000000000006
0.06999999999999995,0.07999999999999996
0.08000000000000007,0.06000000000000005
0.09000000000000008,0.08000000000000007
0.07999999999999985,0.1299999999999999
0.08000000000000007,0.1100000000000001
0.09999999999999987,0.09999999999999987
0.09000000000000008,0.08000000000000007
0.10000000000000009,0.06000000000000005
0.050000000000000044,0.05999999999999983
0.06999999999999984,0.050000000000000044
0.06000000000000005,0.07000000000000006
0.09000000000000008,0.07000000000000006
0.09999999999999987,0.06999999999999984
0.08000000000000007,0.07000000000000006
0.1299999999999999,0.09000000000000008
0.10000000000000009,0.1299999999999999
0.08000000000000007,0.1200000000000001
0.04999999999999982,0.21999999999999975
0.03000000000000025,0.11000000000000032
0.029999999999999805,0.09999999999999964
0.06000000000000005,0.0900000000000003
0.04999999999999982,0.1599999999999997
0.03000000000000025,0.16000000000000014
0.06999999999999984,0.20000000000000018
0.050000000000000266,0.19999999999999973
0.04999999999999982,0.10000000000000009
0.029999999999999805,0.08000000000000007
0.020000000000000018,0.06000000000000005
0.020000000000000018,0.029999999999999805
0.010000000000000231,0.020000000000000018
0.020000000000000018,0.010000000000000231
0.040000000000000036,0.029999999999999805
0.029999999999999805,0.03000000000000025
0.020000000000000018,0.020000000000000018
0.010000000000000231,0.020000000000000018
0.009999999999999787,0.009999999999999787
0.020000000000000018,0.010000000000000231
0.020000000000000018,0.009999999999999787
0.020000000000000018,0.009999999999999787
0.020000000000000018,0.0
0.020000000000000018,0.0
0.0,0.009999999999999787
0.009999999999999787,0.010000000000000675
0.0,0.019999999999999574
0.010000000000000231,0.009999999999999787
0.009999999999999787,0.010000000000000675
0.010000000000000231,0.019999999999999574
0.009999999999999787,0.009999999999999787
0.020000000000000018,0.010000000000000675
0.0,0.009999999999999787
0.010000000000000231,0.0
0.0,0.0
0.009999999999999787,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.01,0.019999999999999997
0.04,0.03
0.039999999999999994,0.03
0.03,0.05000000000000002
0.05000000000000002,0.06
0.06,0.07
0.05000000000000002,0.06
0.08999999999999997,0.08999999999999997
0.07,0.08000000000000002
0.11000000000000004,0.09999999999999998
0.10999999999999999,0.09999999999999998
0.10999999999999999,0.1100000000000001
0.14,0.16999999999999993
0.13,0.15999999999999992
0.16999999999999993,0.30000000000000004
0.19999999999999996,0.26
0.19000000000000017,0.32999999999999985
0.22999999999999998,0.1900000000000004
0.22999999999999998,0.23999999999999977
0.2599999999999998,0.2400000000000002
0.3400000000000003,0.27
0.33999999999999986,0.25
0.2999999999999998,0.2899999999999996
0.38000000000000034,0.3500000000000001
0.3500000000000001,0.37000000000000055
0.34999999999999964,0.3899999999999997
0.33000000000000007,0.3799999999999999
0.33999999999999986,0.34999999999999964
0.3700000000000001,0.34000000000000075
0.4400000000000004,0.2999999999999998
0.5,0.29000000000000004
0.5,0.3199999999999994
0.4399999999999995,0.40000000000000036
0.41000000000000014,0.3700000000000001
0.5599999999999996,0.3700000000000001
0.5,0.4599999999999991
0.5,0.40000000000000036
0.4900000000000002,0.47000000000000064
0.41000000000000014,0.5299999999999994
